lead_id,created_at,first_name,last_name,email,phone,country,source,campaign,funnel_type,landing_page,utm_source,utm_medium,utm_campaign,assigned_setter,assigned_closer,current_stage,lead_score,contacted_at,first_response_at,booking_id,sale_id
lead_d68177b66643,2026-05-15T23:49:46,Justin,Lewis,dakotaramirez@example.net,896.655.3307,United States,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Jordan Lee,Casey Bennett,New Lead,45,2026-05-16T02:49:46,2026-05-16T00:10:46,,
lead_c9c70289c0e2,2026-05-01T22:26:52,Brandon,Hill,martinezgeorge@example.com,+1 (339) 040-9074,United States,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Jordan Lee,Morgan Reed,New Lead,100,2026-05-02T01:06:52,2026-05-01T22:56:52,,
lead_c8bead5ca363,2026-02-24T21:30:32,Meagan,Powell,rogersallen@example.com,864.455.6185,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,83,2026-02-24T22:04:32,2026-02-24T21:47:32,,
lead_c296fb9b7865,2026-06-11T11:03:55,Cheryl,Long,psnyder@example.org,1 (791) 030-0215,France,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,47,2026-06-11T13:21:55,2026-06-11T13:09:55,,
lead_38a2ccc8b768,2026-01-08T15:38:38,Jeremy,Miller,lisa80@example.net,740-104-1459,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Riley Carter,New Lead,83,2026-01-08T18:03:38,2026-01-08T16:30:38,,
lead_75bbc2ad6cd0,2026-02-15T12:52:25,Joseph,Jackson,brandywilson@example.com,896 718 8397,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Alex Morgan,Morgan Reed,New Lead,54,2026-02-15T12:57:25,2026-02-15T13:16:25,,
lead_b044798a742b,2026-01-29T23:03:49,Tiffany,Morris,qperez@example.com,158.331.1703,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Riley Carter,New Lead,51,2026-01-29T23:31:49,2026-01-29T23:23:49,,
lead_fae2a2d061a7,2026-05-06T02:49:37,Ellen,Mcdonald,glopez@example.com,(398) 854-7281,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Casey Bennett,New Lead,48,2026-05-06T03:53:37,2026-05-06T03:08:37,,
lead_ea4066d8e95c,2026-06-07T21:41:09,Jeffery,Cox,gparrish@example.org,+1 (831) 462-4912,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Casey Bennett,New Lead,45,2026-06-07T22:30:09,2026-06-07T22:15:09,,
lead_360d340bdfac,2026-03-24T17:16:53,Nancy,Mcgee,allenmurray@example.com,778-754-1815,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Morgan Reed,New Lead,42,2026-03-24T17:50:53,2026-03-24T17:55:53,,
lead_a9521b236601,2026-03-05T19:40:13,Jason,Sanders,dromero@example.com,1-351-066-3436,Mexico,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Casey Bennett,New Lead,80,2026-03-05T21:16:13,2026-03-05T20:23:13,,
lead_36e7999e7010,2026-03-14T08:32:42,Brooke,Moreno,gstone@example.net,231-310-0943,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Casey Bennett,New Lead,73,2026-03-14T10:04:42,2026-03-14T08:38:42,,
lead_f89011d3ad7a,2026-06-12T06:40:59,Amanda,Hill,gmyers@example.org,1-273-235-4940,United States,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Jordan Lee,Casey Bennett,New Lead,37,2026-06-12T08:23:59,2026-06-12T08:08:59,,
lead_8c730ad016da,2026-01-22T22:52:54,Jackson,Velez,sstevenson@example.org,751 225 7207,United States,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Alex Morgan,Morgan Reed,New Lead,73,2026-01-22T23:30:54,2026-01-23T00:58:54,,
lead_2d39575ba49e,2026-04-04T17:25:40,Matthew,Thompson,nicole20@example.net,1 (579) 073-7100,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Riley Carter,New Lead,56,2026-04-04T19:55:40,2026-04-04T17:43:40,,
lead_9019e2b068e9,2026-04-29T17:08:12,Mary,Fox,karirowe@example.org,1-857-758-4745,Mexico,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Taylor Brooks,Morgan Reed,New Lead,58,2026-04-29T17:20:12,2026-04-29T17:59:12,,
lead_e0540780b83b,2026-01-22T22:19:36,Alexander,Gomez,patricia97@example.org,1-480-263-2570,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,42,2026-01-23T00:09:36,2026-01-22T23:09:36,,
lead_4eb49e029f54,2026-05-17T19:31:32,Becky,Dominguez,vhoward@example.org,(661) 487-8245,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Taylor Brooks,Riley Carter,New Lead,44,2026-05-17T22:29:32,2026-05-17T20:08:32,,
lead_9a73ca4df4a4,2026-05-11T01:42:03,Peter,Butler,kyle09@example.net,1 (891) 679-5410,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Riley Carter,New Lead,53,2026-05-11T03:13:03,2026-05-11T02:12:03,,
lead_892104472c16,2026-05-09T11:48:26,Sara,Thomas,alexandraroberts@example.net,547 414 0703,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,77,2026-05-09T12:56:26,2026-05-09T12:06:26,,
lead_a3a821101d52,2026-06-12T22:10:38,Margaret,Martinez,btorres@example.com,504-254-8821,Mexico,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Taylor Brooks,Morgan Reed,New Lead,76,2026-06-13T00:37:38,2026-06-12T23:29:38,,
lead_69e7309444ac,2026-04-09T04:06:56,Douglas,Quinn,frichards@example.com,(507) 536-6614,Mexico,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Morgan Reed,New Lead,52,2026-04-09T06:11:56,2026-04-09T04:19:56,,
lead_038237dc4093,2026-02-16T18:38:14,Carla,Thompson,ushelton@example.net,534 268 3441,France,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Riley Carter,New Lead,69,2026-02-16T20:07:14,2026-02-16T20:05:14,,
lead_8f358f2b0b2e,2026-03-15T12:34:44,Ashley,Fuller,nicholasliu@example.com,828.758.5756,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Casey Bennett,New Lead,61,2026-03-15T14:22:44,2026-03-15T16:05:44,,
lead_4a35305101db,2026-01-18T02:12:08,Robert,Jenkins,gainesanthony@example.com,929.439.8529,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Casey Bennett,New Lead,52,2026-01-18T04:24:08,2026-01-18T02:50:08,,
lead_706e059a3da9,2026-01-20T22:21:09,Rachel,Rich,camposphilip@example.com,278-701-0415,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Riley Carter,New Lead,65,2026-01-21T00:09:09,2026-01-20T22:57:09,,
lead_51a1b227f2ab,2026-06-03T17:58:39,Lynn,Cunningham,michelle19@example.net,(803) 828-7232 x440,France,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,72,2026-06-03T20:37:39,2026-06-03T18:56:39,,
lead_f8f4ebff7c53,2026-05-08T02:38:18,Cindy,Gonzalez,smithcassandra@example.org,(713) 317-0876 x014,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Casey Bennett,New Lead,46,2026-05-08T05:34:18,2026-05-08T02:55:18,,
lead_b06d8b9e2b94,2026-06-13T22:48:16,Timothy,White,meaganpayne@example.net,891-620-2232 x883,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Riley Carter,New Lead,76,2026-06-14T00:49:16,2026-06-13T22:55:16,,
lead_5cddbdf74d1d,2026-05-20T00:23:55,Timothy,Roberts,haleytrevor@example.net,1-866-176-6204,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Morgan Reed,New Lead,23,2026-05-20T02:23:55,2026-05-20T00:36:55,,
lead_c1a3a2f02777,2026-06-11T03:32:21,David,Price,austin97@example.org,1 (427) 740-2588,France,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,97,2026-06-11T06:19:21,2026-06-11T04:17:21,,
lead_3a5a7ec5d7be,2026-01-09T21:20:29,Michael,Mccarthy,lpalmer@example.net,859 572 4461,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,70,2026-01-09T22:07:29,2026-01-09T21:52:29,,
lead_9d7b71fd0739,2026-02-19T09:04:26,Nicholas,Ruiz,barbarapennington@example.net,(342) 599-5996 x100,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Casey Bennett,New Lead,65,2026-02-19T11:45:26,2026-02-19T09:39:26,,
lead_113fe10f514a,2026-05-20T04:28:25,Jesse,Ortega,evilla@example.com,(231) 266-1094,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Morgan Reed,New Lead,52,2026-05-20T05:59:25,2026-05-20T05:37:25,,
lead_4d48453942af,2026-05-30T22:27:26,Benjamin,Brady,mhines@example.net,425-176-2983,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Taylor Brooks,Riley Carter,New Lead,62,2026-05-31T00:27:26,2026-05-30T23:08:26,,
lead_8a79c472df69,2026-01-01T20:12:53,Johnny,Kim,jeremiah26@example.net,(719) 013-0205,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,73,2026-01-01T22:32:53,2026-01-01T20:31:53,,
lead_3f819a1c9ab5,2026-06-29T11:52:49,Ashley,Lin,jacob87@example.org,(897) 855-9821,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Riley Carter,New Lead,55,2026-06-29T14:07:49,2026-06-29T12:20:49,,
lead_705c7cd8ee53,2026-01-21T02:35:47,Ronald,Bennett,carrolldavid@example.net,1-411-730-9850,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,42,2026-01-21T04:19:47,2026-01-21T03:25:47,,
lead_74a1dbe9ad1d,2026-03-23T07:07:08,Lori,Roberts,peter51@example.org,1-118-938-9846,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,57,2026-03-23T09:47:08,2026-03-23T07:40:08,,
lead_8f480a7263da,2026-02-27T02:56:53,Amy,Snow,qgiles@example.net,905-643-5023,Mexico,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Casey Bennett,New Lead,64,2026-02-27T04:56:53,2026-02-27T04:14:53,,
lead_49696a52d5d8,2026-06-13T17:00:41,Lisa,Rivera,youngcharles@example.net,551-699-1872,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,70,2026-06-13T19:25:41,2026-06-13T17:32:41,,
lead_04b019a16945,2026-02-09T00:12:39,Jennifer,Garcia,promero@example.com,+1 (774) 300-0389,United States,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Jordan Lee,Riley Carter,New Lead,65,2026-02-09T01:10:39,2026-02-09T01:52:39,,
lead_1aba7110914c,2026-05-18T22:41:14,Evelyn,Rojas,xwilliams@example.com,666 821 7195,France,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Riley Carter,New Lead,36,2026-05-19T01:32:14,2026-05-18T23:14:14,,
lead_8cbacca11180,2026-05-18T22:29:01,James,Kim,allenchristopher@example.org,(368) 900-3010,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,52,2026-05-18T23:03:01,2026-05-18T22:43:01,,
lead_e5c5f3f8b9fa,2026-05-11T22:12:08,Samuel,Campbell,michael34@example.org,+1 (471) 114-8375,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,54,2026-05-12T00:33:08,2026-05-11T22:32:08,,
lead_1b25f886c664,2026-03-15T22:59:03,Scott,Turner,kimberly43@example.net,1-558-810-5697,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Morgan Reed,New Lead,66,2026-03-15T23:41:03,2026-03-15T23:33:03,,
lead_c08af3a00c4a,2026-02-25T15:43:30,Christian,Barr,kevintran@example.org,1 (520) 377-1070,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Riley Carter,New Lead,65,2026-02-25T18:42:30,2026-02-25T16:14:30,,
lead_af54aa442f47,2026-05-27T08:00:08,Joshua,Cruz,brownmelissa@example.com,506-670-3362 x680,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Jordan Lee,Morgan Reed,New Lead,35,2026-05-27T10:23:08,2026-05-27T08:34:08,,
lead_0ddad2c1b685,2026-05-25T03:53:38,Anthony,Hines,kentkaren@example.com,1-993-059-6601,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Riley Carter,New Lead,55,2026-05-25T06:43:38,2026-05-25T04:08:38,,
lead_ee3794aa37de,2026-05-15T13:18:58,Paul,Griffith,michele87@example.com,(542) 673-2044 x138,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Casey Bennett,New Lead,77,2026-05-15T16:13:58,2026-05-15T13:30:58,,
lead_ae164d099322,2026-04-18T05:05:13,Matthew,Foster,michael49@example.org,149.542.7707,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Morgan Reed,New Lead,76,2026-04-18T05:23:13,2026-04-18T06:57:13,,
lead_06ff9383e219,2026-06-11T04:00:12,Steven,Church,jlittle@example.org,+1 (309) 149-8517,Mexico,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Taylor Brooks,Riley Carter,New Lead,91,2026-06-11T05:02:12,2026-06-11T04:27:12,,
lead_d1466aea0a86,2026-05-31T17:06:21,Jonathan,Buchanan,misty23@example.net,629 031 0287,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Alex Morgan,Riley Carter,New Lead,62,2026-05-31T18:00:21,2026-05-31T17:43:21,,
lead_e9cf195c48d0,2026-05-23T17:43:07,Bobby,Love,lynnvictoria@example.com,858-093-5118,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Casey Bennett,New Lead,52,2026-05-23T19:59:07,2026-05-23T18:03:07,,
lead_cae567ad6ff3,2026-01-26T06:09:14,Daniel,Jones,markwatson@example.net,+1 (716) 420-5955,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Morgan Reed,New Lead,60,2026-01-26T06:55:14,2026-01-26T06:33:14,,
lead_c78c344958e0,2026-01-31T01:26:48,Phyllis,Brooks,christy25@example.org,1-629-019-3588,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Riley Carter,New Lead,57,2026-01-31T01:41:48,2026-01-31T02:03:48,,
lead_0a8c6566e8c0,2026-04-30T12:56:39,Shelby,Gray,sandovaledward@example.net,913.989.8681,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Riley Carter,New Lead,76,2026-04-30T15:50:39,2026-04-30T13:42:39,,
lead_86e1677ba829,2026-04-13T00:31:06,Lauren,Lawson,mstewart@example.net,1-835-353-7513,France,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Taylor Brooks,Morgan Reed,New Lead,33,2026-04-13T01:32:06,2026-04-13T01:41:06,,
lead_bc8eaec6988b,2026-03-22T18:22:48,Jessica,Beard,christopher88@example.org,1 (479) 376-3928,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Casey Bennett,New Lead,82,2026-03-22T20:46:48,2026-03-22T18:26:48,,
lead_0480018309ed,2026-05-09T19:21:45,Kimberly,Russell,catherineflynn@example.com,1 (311) 668-2973,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Morgan Reed,New Lead,54,2026-05-09T20:50:45,2026-05-09T19:32:45,,
lead_39923a04a222,2026-04-20T00:00:33,Nancy,Smith,barneskathy@example.net,612-060-2128 x866,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Taylor Brooks,Casey Bennett,New Lead,29,2026-04-20T02:51:33,2026-04-20T00:12:33,,
lead_d5078b40d560,2026-01-08T17:50:29,David,Terry,jenniferwilson@example.com,301.576.7647,Mexico,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Jordan Lee,Morgan Reed,New Lead,69,2026-01-08T20:49:29,2026-01-08T18:41:29,,
lead_b0fa89c75972,2026-01-05T19:08:13,Jessica,Cummings,hernandezalan@example.net,1 (476) 572-8941,Mexico,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Riley Carter,New Lead,16,2026-01-05T21:25:13,2026-01-05T19:28:13,,
lead_fc948289f781,2026-04-05T12:40:27,Kenneth,Peterson,ymitchell@example.com,220 368 4995,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Morgan Reed,New Lead,73,2026-04-05T12:56:27,2026-04-05T13:01:27,,
lead_a2248120f4e1,2026-01-19T15:11:21,Michael,Martin,joshua73@example.org,1-949-134-2138,France,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Riley Carter,New Lead,60,2026-01-19T15:58:21,2026-01-19T15:21:21,,
lead_49c9abcc0300,2026-02-10T22:18:46,Kari,Johnson,moyeramber@example.org,370-534-9678,United States,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Riley Carter,New Lead,66,2026-02-11T01:14:46,2026-02-10T22:50:46,,
lead_af55aa10e454,2026-02-09T22:04:12,Mariah,Phillips,moransamantha@example.org,367-412-4151 x315,Mexico,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Taylor Brooks,Casey Bennett,New Lead,41,2026-02-10T00:26:12,2026-02-09T22:40:12,,
lead_067777387170,2026-05-26T00:45:48,William,Hill,mannleroy@example.org,+1 (718) 538-0032,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Jordan Lee,Riley Carter,New Lead,64,2026-05-26T03:45:48,2026-05-26T02:11:48,,
lead_cb74649d1441,2026-01-15T05:21:38,Monica,Robinson,josephhernandez@example.org,442-318-3061 x789,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Riley Carter,New Lead,42,2026-01-15T05:39:38,2026-01-15T05:53:38,,
lead_092c7657e1a4,2026-06-26T21:30:18,Jennifer,Williams,christina93@example.net,1 (678) 243-4776,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Riley Carter,New Lead,43,2026-06-26T22:41:18,2026-06-26T21:53:18,,
lead_14367fb7f43f,2026-01-04T06:43:03,Amy,Phillips,danielibarra@example.com,+1 (675) 361-2751,United States,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Taylor Brooks,Morgan Reed,New Lead,85,2026-01-04T08:27:03,2026-01-04T07:11:03,,
lead_8edbc87dd6cb,2026-05-27T19:01:54,Heidi,Bush,flarsen@example.net,+1 (630) 448-3608,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Alex Morgan,Casey Bennett,New Lead,42,2026-05-27T21:35:54,2026-05-27T19:12:54,,
lead_5047510775bc,2026-02-26T06:44:11,Jose,Stewart,blamb@example.com,1-404-735-0476,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Alex Morgan,Casey Bennett,New Lead,53,2026-02-26T09:44:11,2026-02-26T08:31:11,,
lead_27f8047f6604,2026-03-16T01:30:57,Ashley,Jackson,kimberlyrodriguez@example.net,1 (929) 800-6155,Mexico,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Alex Morgan,Casey Bennett,New Lead,84,2026-03-16T03:16:57,2026-03-16T01:49:57,,
lead_35537a28ab6d,2026-01-27T11:35:01,Bryan,Williams,michaelgonzalez@example.org,(163) 425-5638 x300,United States,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,86,2026-01-27T13:20:01,2026-01-27T11:55:01,,
lead_a1ca7ead7443,2026-02-27T21:02:38,Kari,Rose,cmoody@example.org,1-340-330-4166,Mexico,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Taylor Brooks,Riley Carter,New Lead,49,2026-02-28T00:00:38,2026-02-27T21:58:38,,
lead_df06aa83a1d4,2026-04-18T11:36:34,Loretta,Mcdowell,joneswilliam@example.net,+1 (500) 892-1963,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Morgan Reed,New Lead,45,2026-04-18T14:03:34,2026-04-18T14:42:34,,
lead_4c91aa745148,2026-04-15T07:18:35,Kristen,Coleman,turnerstephen@example.org,1-597-646-1368,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,62,2026-04-15T09:43:35,2026-04-15T08:17:35,,
lead_60d70362f030,2026-02-11T02:45:56,Timothy,Velez,patrickkaiser@example.net,+1 (858) 173-9063,Mexico,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Morgan Reed,New Lead,91,2026-02-11T04:35:56,2026-02-11T04:18:56,,
lead_0fd28d903242,2026-04-30T18:53:31,Mitchell,Hart,martin11@example.net,937 931 2697,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Riley Carter,New Lead,45,2026-04-30T20:02:31,2026-04-30T19:26:31,,
lead_4b302f96f918,2026-06-15T07:45:15,Jennifer,Knight,briansnyder@example.com,1-452-059-9604,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Morgan Reed,New Lead,56,2026-06-15T10:10:15,2026-06-15T08:32:15,,
lead_d8dff16c2cfe,2026-02-18T16:17:20,Kari,Norton,pedwards@example.org,1 (377) 881-1616,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,57,2026-02-18T16:47:20,2026-02-18T19:02:20,,
lead_7ec30f7ba0c2,2026-01-25T21:31:33,Katherine,Martin,martinsamuel@example.org,167-287-2866,United States,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Alex Morgan,Casey Bennett,New Lead,60,2026-01-26T00:27:33,2026-01-25T21:55:33,,
lead_d5f676dc4c03,2026-03-03T16:59:23,Kenneth,Graham,jennifer48@example.com,1 (592) 248-3958,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Riley Carter,New Lead,42,2026-03-03T19:08:23,2026-03-03T17:10:23,,
lead_1d51c9a0fa20,2026-01-30T14:12:43,Thomas,Clark,sara22@example.net,905-622-7104 x331,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,46,2026-01-30T16:41:43,2026-01-30T15:38:43,,
lead_422bed253517,2026-02-17T19:15:33,Stephen,Davis,ewheeler@example.com,(535) 034-4694 x596,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,66,2026-02-17T20:16:33,2026-02-17T19:29:33,,
lead_95e1a6097f65,2026-01-27T01:54:37,Ann,May,chrishernandez@example.net,(642) 491-2896,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Casey Bennett,New Lead,68,2026-01-27T04:52:37,2026-01-27T03:19:37,,
lead_b7ad54597fc4,2026-04-05T13:27:04,Barbara,Castaneda,tammy97@example.org,103 319 2227,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Taylor Brooks,Riley Carter,New Lead,44,2026-04-05T15:53:04,2026-04-05T14:40:04,,
lead_15f2b4a59cf6,2026-06-16T17:53:44,Marcus,Huang,taylorlindsay@example.com,954-813-8666 x754,Mexico,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Casey Bennett,New Lead,81,2026-06-16T18:33:44,2026-06-16T18:03:44,,
lead_4d4496ffb9bc,2026-05-22T06:02:52,Logan,Miller,stephaniedougherty@example.com,368 774 1865,Mexico,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Taylor Brooks,Riley Carter,New Lead,63,2026-05-22T06:26:52,2026-05-22T06:27:52,,
lead_64eba33f1d72,2026-04-23T09:52:23,Anthony,Diaz,wtownsend@example.net,+1 (839) 836-5203,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Morgan Reed,New Lead,65,2026-04-23T11:40:23,2026-04-23T11:27:23,,
